Número inscripción,,Denominación social,,
5802,,EDP COMERCIALIZADORA SAU,,
5712,,ELIOESTUDIO COMUNICACION SL,,
,,,,
5691,,"ABRA INTEGRACIÓN Y TECNOLOGÍA, S.L.",,
5695,,AMBILUR SERVICIOS AMBIENTALES S.L.,,
5745,,"AUTOBUSES LA GUIPUZCOANA, S.L.",,
5604,,ZIRRIKITU KOOP. ELK. TXIKIA,,
5295,,ZABALDUZ KOOP. ELK,,
5638,,"DUOK INFORMÁTICA, S.L.",,
5417,,MIGUEL ROMAN AGUILAR,,
2503,,"D.M. GREEN 3415, S.L.",,
5562,,"CARNERO SOBRINO, S.L.",,
4979,,"KONTROL Z IKUS ENTZUNESKOAK, S.L.",,
5609,,EMAÚS FUNDACIÓN SOCIAL,,
5292,,"ELECTROTECNICA DEL URUMEA, S.L.",,
1762,,"IMPERIAL BILBAINA, S.A.",,
4920,,"J.R. ZAPATA GARBIKETAK, S.L.",,
5452,,STRATENERGY S.L.,,
5519,,KULTUR ATELIER S.L.,,
5243,,AGEM CONSULTORES Y AUDITORES,,
5329,,CONSTRUCCIONES Y PROYECTOS EGIN SL,,
198,,"COMERCIAL DE LIMPIEZA VILLAR, S.A.",,
4878,,"CONCESIONARIA LAGUNAK, S.L.",,
4405,,"CONSTRUCCIONES ALZOLA, S.L.",,
1795,,"CONSULTORÍA TECNOLÓGICA PARA EL COMERCIO, S.L.",,
4544,,ASOCIACION PARA LA REINSERCION SOCIAL ERROAK,,
4757,,"PROYECTOS Y OBRAS MARCOS, S.L.",,
4605,,FRIO INDUSTRIAL FREIRE SL,,
,,,,
4779,,"ARTES GRÁFICAS IRALA, S.L.",,
4773,,"SUCENTOR INGENIERÍA, S.L.",,
4414,,"ZINTZO, S.L.",,
5198,,"EMSOR, S.A.",,
5217,,"CONSTRUCCIONES Y OBRAS CADAVID, S.L.",,
4303,,OSB SERVICIOS INTEGRALES DE LIMPIEZA MANTENIMIENTO Y JARDINERÍA SL,,
4262,,"CONSTRUCCIONES PINEÑO, S.A.",,
4788,,JUAN ANTONIO ABRAIRA GALLEGO,,
4790,,EXCAVACIONES Y DESMONTES GARMENDIA SL,,
4794,,"GAURSA AUTOAK, S.L.",,
4711,,"IKERMAP IBAETA, S.L.",,
4985,,INNOBIDE S.L.,,
4288,,BUSTINDUI BIDAIAK SL,,
5208,,"IBARRAKO UZTURPE, SOC. COOP.",,
4407,,"LIBCOM IBÉRICA, S.A.",,
6212,,ARRETA PAGOETA SLL,,
6196,,ARGIZAI ESKAUT TALDEA,,
6497,,"LIMPIRESOL, S.L.",,
6782,,"CALDERÓN BRAND DESIGN, S.L.",,
6386,,ARIMA SOFTWARE DESIGN S.L,,
6344,,PROTECCIÓN Y TECNOLOGÍA DE LA MADERA S.L.,,
6480,,"ALTHEA HEALTHCARE ESPAÑA, S.L.U.",,
6428,,PSYMTÉC MATERIAL TÉCNICO S.L.,,
6439,,LEYRE BARRERAS VIA,,
6425,,"VESTUARIO LABORAL Y MATERIAL DE SEGURIDAD UMARAN, S.L.",,
,,,,
6376,,"PIROTECNIA GLOBAL FOC, S.L.",,
6290,,"NERIUM SCIENTIFIC, S.L.",,
6568,,"RESITXU, S.L.",,
6462,,"AGORA GESTION DE EVENTOS, S.L.",,
6352,,"LINVESTIC, S.L.",,
6678,,"TECNALABAQUA, A.I.E.",,
7176,,BORJA VILLAREJO PEREZ,,
6389,,"CLARO SOL CLEANING, S.L",,
6457,,"TXOSNAS Y EVENTOS EDERLAN, S.L.",,
6403,,"ADANTIA, S.L.",,
6501,,"AYADER SOLUCIONES INTEGRALES, S.L.",,
6137,,"XAKER KIROL ZERBITZUAK, S.L.",,
6263,,"SASOIA EDUCACION PARA LA SALUD Y PREVENCION DE DROGODEPENDENCIAS, S.L.",,
8114,,ROBERTO SOLOGAISTUA CENDOYA,,
6374,,CONSTRUCCIONES ALARCON Y ESCUDERO S.A.,,
6556,,KAIZEN-EUREKA S.L.,,
6308,,NAZARET FUNDAZIOA,,
6555,,"ESCALA PAPELERIA TECNICA, S.A.",,
6173,,WORKSHIP STUDIO SL,,
6730,,"OVID TECHNOLOGIES, S.L.",,
5263,,"HISPANO SUECA DE INGENIERÍA, S.A.U.",,
5948,,"ELECTRÓNICA XANTINA, S.L.",,
5899,,"CALDERÓN GARCÍA MORENO, ABOGADOS S.L.P.",,
5778,,"ENVIGO RMS SPAIN, SL",,
6954,,"TXITA TXIRRINDAK, S.L.",,
,,,,
5767,,"ADUR GAIN,S.L.",,
5966,,"EUSKONTROL, S.A.",,
5758,,"TEXTILES ZUBIZARRETA, S.L.",,
5931,,COMOSER OBRAS S.L.,,
6693,,"AIXERROTA CONSULTING, S.L.",,
5963,,PREMIUM PLUS SL,,
5969,,"JAKINCODE, S.L.",,
5634,,GREEN H WHICH WAS MISSING SLP,,
6046,,BARAMBIO FORESTALES S.L.,,
6375,,"NEPSET, S.L.",,
5975,,"ROLL INFORMÁTICA SYSTEM, S.L.",,
6140,,MIGERTRON SEGURIDAD SL,,
5934,,"BULEGOAN, S.L.",,
6013,,MARTA ARANA IGARZA,,
6889,,"SANGÜESA, S.A.",,
5830,,"CRIVEL, S.A.",,
5996,,"MONTAJES ELECTRICOS GAU ARGI, S.L.",,
6319,,"KELONIK DIGITAL, S.L.",,
6089,,LABORATORIO REIG JOFRÉ S.A.,,
7284,,"EQUIPOS DE SIMULACIÓN Y ENSAYO, S.L.",,
7249,,"SINERGIA SOLUCIONES, S.L.",,
7410,,"ARRUTIARK, SOCIEDAD CIVIL PROFESIONAL",,
7032,,"ACTIVIDADES DE SEGURIDAD VIAL CANTÁBRICO, S.L.U",,
5458,,"MUGIKORTASUN KUDEAKETA ZERBITZUAK - SERVICIOS DE GESTIÓN DE MOVILIDAD, S.L.",,
7275,,"ESTUDIO MDK ARKITEKTURA, S.L.P.",,
,,,,
6946,,PAVIMENTACIONES MORALES S.L,,
7020,,"MINTEGUI INDUSTRIAS DEL CAMION, S.A.",,
7066,,CESAR JOSE LOPEZ FERNANDEZ,,
6923,,"INDEKA INSTRUMENTACION, S.L.",,
7033,,"TRANSPORTES VICUÑA, S.A.",,
7104,,"AIRESTUDIO GEOINFORMATION TECHNOLOGIES, S.COOP.",,
7071,,"MASVIVO SERVICIOS 2020, S.L.",,
7219,,LABRIT MULTIMEDIA S.L.,,
6986,,EKITERMIK,,
7127,,MANTENIMIENTOS DEPORTIVOS INTEGRALES S.L,,
5272,,"E. RENTING, S.L.",,
6831,,"INTEC ANALISIS ELEMENTAL, S.L.",,
6597,,"GRUPO COSIMET INMOBILIARIA, S.L.",,
6793,,"MEDIA CREATIVA 2020, S.L.",,
6613,,"GARSANSIANOR, S.L.",,
6737,,JUAN ANTONIO OLMO PRIETO,,
6700,,"TAPIA INSTALAZIO ELEKTRIKOAK, S.L.",,
6605,,ISIDORO BERAZA VIGURI,,
6716,,"MAGIONETAS, S.C.",,
6672,,AMAIA ARZOZ DÍEZ,,
6606,,"ERROTA AZPIEGITURAK ETA PRODUKZIOAK, S.L.",,
6519,,KAIZENGESTION SLU,,
6790,,"TEMPEL, S.A.",,
6953,,"GESTIÓN DE ENERGIA Y MERCADOS, S.L.",,
6874,,"COACH AND PLAY, S.L.",,
,,,,
6639,,MARÍA ESCALADA MARCO-GARDOQUI,,
6368,,"SERGESCLIN 500, S.L.",,
7054,,MARIA ISABEL MARTIN MARTIN,,
6860,,JESUS GUTIERREZ SIERRA,,
7080,,"GARAIZPE LAN, S.L.",,
6862,,"ALMAS INDUSTRIES BSAFE, S.L.",,
7143,,"TALLERES AGUINAGA, S.L.",,
6641,,LUIS RAMÓN SESÉ MADRAZO,,
7848,,"FLOW DISEÑO, S.L.",,
7859,,"QR4EVENTS 2020, S.L.",,
7838,,"LABORATORIOS BIOKIBANK 2012, S.L.",,
7896,,"STUDIO KONTRALUZ, S.L.",,
8070,,"EVER PHARMA THERAPEUTICS SPAIN, S.L.",,
8018,,"SUNION CALDERON GARCIA MORENO, ABOGADOS, S. L.",,
8020,,"ICADOS INNOVACION Y TECNOLOGIA, S.L.",,
7881,,"SIFRA FERRETERIA, S.L.",,
7769,,"OLATU 2015, SOCIEDAD LIMITADA UNIPERSONAL",,
7781,,"PAVIMENTOS GOMES, S.L",,
8646,,FORESTAL SAN ANDRES SL,,
7919,,"EXCASOBA, S.L.",,
8043,,"FERNANDEZ BARCIA FORESTAL, S.L.",,
8048,,IKERTU ORGANIZACION SL,,
2882,,"LA COMPAÑIA DE COMUNICACION DE BILBAO 2002, S.L.",,
7690,,"LANKOR, OBRAS Y SERVICIOS, S.L.",,
7686,,"VEHICULOS, EQUIPAMIENTOS Y CARROCERIAS PRIETO-PUGA S.L.",,
,,,,
7801,,"MIM ARQUITECTOS ASOCIADOS-EDIFICACIONES Y URBANISMO, S.L.P.",,
5653,,"OINA INJENIERITZA, S.L.",,
7697,,JOSEBA ZUBILLAGA SESTORAIN,,
7618,,"ARTES GRÁFICAS BOTELLA GÓMEZ, S.L.",,
7720,,"ASCENSORES REKALDE,S.L.",,
7693,,"SUMIGAS, S.A.",,
7678,,"PEGAMO NAVARRA, S.A.",,
7994,,"BMB HOSPITALARIA, S.L.",,
8004,,"SEPROGIN SISTEMAS DE SEGURIDAD, S.A.",,
7851,,"PRODUCTOS CLIMAX, S.A.",,
7513,,"AIARTEC SERVICIOS INDUSTRIALES 2019, S.L.",,
7494,,"C.M.Z. MACHINERY GROUP, S.A.",,
7516,,"MENAI, S.L.",,
7530,,EKILOR ENERGIAS RENOVABLES SL,,
7382,,GKM S.COOP,,
7658,,"INTERVENTO 2, S.L.",,
7289,,ANTIS OBRA CIVIL S.L.,,
7479,,"TALANTIA, S.L.",,
7564,,JOSE IGNACIO UNANUE ZABALA,,
7322,,"AT-BIOTECH TRACEABILITY INFORMATION SYSTEMS, S.L.",,
7420,,"CONSTRUCCIONES GOFRA, S.L.",,
7452,,IKER DORRONSORO RODRIGUEZ,,
7233,,"BINARY SOUL, S.L.",,
7515,,"AGUIRRE ADMINISTRACIÓN DE FINCAS, S.L.",,
7691,,"CONTROL DE PLAGAS PASSER, S.L.",,
,,,,
7502,,"DRINATALEX, S.L.",,
7503,,"THE MATHWORKS, S.L.",,
7237,,"ALAMO INDUSTRIAL, S.A.",,
7239,,"OVE ARUP & PARTNERS, S.A.",,
8366,,"TAUPADA ABENTURA, S.L.",,
7405,,"CONSUMIBLES DE TELECOMUNICACIONES, S.L.",,
7512,,"BECTON DICKINSON DISPENSING SPAIN, S.L.",,
7459,,LEIRE SAGARDUY UGALDE,,
8345,,"TINKO GARBIKETAK, S.L.",,
8516,,MAITE ALDECOA BERROJALBIZ,,
8697,,"BELLES DIAGNOSTIC I INVESTIGACIO, S.L.",,
8829,,"ECOKIROL BASQUE GESTION, S.L.",,
8895,,"ESTUDIOS TIO PETE, S.L.",,
8196,,SILVIA TUBIA TREVIÑO,,
8760,,SILVIA RODRIGUEZ SANCHEZ,,
8711,,"EQUIPAMIENTOS Y PAVIMENTOS DEPORTIVOS, INSTALACIONES 360, S.L.",,
8658,,"HAZEN DISTRIBUIDORA GENERAL DE PIANOS, S.A.",,
8792,,ERLANTZ BARANDIARAN GARCIA,,
8750,,LIMPIEZA DARLING ARCE S.L.,,
8809,,"FLEXIPLAN, S.A. EMPRESA DE TRABAJO TEMPORAL",,
8821,,"ASG GRAFICOS DONOSTI, S.L.",,
8156,,"SALADOS ELECTROTECNIKA, S.L.",,
8208,,"ALBEROLA ARQUITECTURA Y URBANISMO, S.L.",,
8881,,"DLAV LAB, S.L.",,
8291,,EMILIA MARIA OLEAGA PÁRAMO,,
,,,,
8086,,"NETWORK OUTSIGHT, S.L.",,
8648,,FUNDACION ASPALDIKO,,
8100,,"TIEMPO ACTIVO, S.L.",,
8534,,JARDUERA FISIKO EGOKITUA HASZTEN ELKARTEA,,
8874,,ANA BELEN ORTUONDO RUIZ,,
8278,,JOSE FELIX APRAIZ JAYO,,
8230,,"HOJALATERIA OCHOA, S.L.",,
8528,,"GENDIA-SOLUCIONES PARA LA DISCAPACIDAD,  S.L.",,
8657,,"EN CLAVE DE SOL COMUNICACIÓN Y EVENTOS, S.L.",,
8444,,"SALVA INDUSTRIAL, S.L.",,
8471,,MUSIKANAIZ S.L,,
8622,,"CEFALUX, S.L.",,
8685,,"SPYRO SOFTWARE, S.L.",,
8680,,"SUMINISTROS INDUSTRIALES BELLO, S.A.",,
8746,,"A.F.C & ASOCIADOS SERVICIOS JURIDICOS, S.L.",,
8791,,NURIA TALLON CHAPARRO,,
8118,,"AUTOREPARACIONES MALLABIENA, S.L.",,
8343,,"3TB CLEAR DESK, SOCIEDAD LIMITADA",,
8433,,"LOBATO, RAMIREZ Y MATIAS ABOGADOS ASOCIADOS, S.L.",,
8195,,"ERAIKUNTZA KOORDINAKETAK, S.L.",,
8131,,"SUMINISTRO SERIBOR, S.L.",,
8380,,"CARLIBUR, S.L.",,
8364,,"BIZIBIZIKI, S.L.",,
8674,,"GERALVEZ PROYECTOS CONTRAC, S.L.",,
8182,,"CIMA INGENIEROS, S.L.",,
,,,,
8590,,"TORMESH SOLUTIONS, S.L.",,
8161,,"EQUI STUDIO, S. COOP. PEQUEÑA",,
8395,,NAUTICA PLAYAUNDI SL,,
8375,,"ABAO KOMUNIKAZIO AGENTZIA, S.L.",,
3730,,"GLOBAL FACTORY, S.L.",,
8506,,"IGURCO ARABA, S.L.",,
8065,,INSTITUTO DE TRABAJO SOCIAL Y SERVICIOS SOCIALES (INTRESS),,
8276,,"JAINXARA, S.L.",,
1804,,"CASA CANTERA, S.L.",,
1049,,"ENRAF NONIUS IBÉRICA, S.A.",,
280,,JESÚS FERNÁNDEZ DE ARROYABE PAUNERO,,
2,,"ELDU, S.A.",,
436,,"TASAI, S.A.",,
1369,,"CONSTRUCCIONES MARIEZCURRENA, S.L.",,
1538,,"MANUEL GUILLERMO FUENTES (COCINA CENTRAL, M.G.)",,
542,,"HERMANOS SAN ADRIÁN, S.L.",,
227,,"FERROVIAL CONSTRUCCIÓN, S.A.",,
229,,"EDEX, S. COOP.",,
1703,,ROBERTO MARTÍNEZ DE ALBÉNIZ PRECIADO (IMAR-JARDÍN),,
1520,,"I.R.T. INDUSTRIA DE RADIO Y TELEVISIÓN, S.L.",,
989,,"SERVICIOS INFORMÁTICOS Y CONSULTING, S.A.",,
165,,"SENER, INGENIERÍA Y SISTEMAS, S.A.",,
1128,,"ORGANIZACIÓN Y GESTIÓN RECAUDATORIA, S.A.",,
1548,,"INFOVISUALES TOPTEN, S.L.",,
739,,"GRÁFICAS SAMPEDRO, S.A.",,
,,,,
914,,"FUJITSU ICL ESPAÑA, S.A.",,
2169,,"BERZIK INGENIERÍA EN RECUPERACIÓN DE ENVASES, S.L.",,
930,,JUAN MANUEL QUINTANA LÓPEZ (COORDINADORA DE CULTURA AMA-LUR),,
1743,,"OLASARRETA, S.A.L.",,
1554,,"ELOSA NORTE, S.A.",,
1209,,"DINOF SERVICIOS, S.L.",,
1543,,"CONSTRUCCIONES ELGUEA, S.L.",,
458,,"SMITH & NEPHEW, S.A. (S. Unipersonal)",,
1912,,RICARDO RUIZ DE GAUNA RUIZ DE GAUNA,,
1536,,"INTERSURGICAL ESPAÑA, S.A.",,
1693,,"COPROLINOR, S.L.",,
15,,"CADAGUA, S.A.",,
190,,"OHMEDA, S.A.",,
235,,"ARCADIO D. DE CORCUERA, S.A.",,
1385,,"AXIMA SISTEMAS E INSTALACIONES, S.A.",,
441,,"PROSANITAS, S.A.",,
135,,"ASFALTADOS Y CONSTRUCCIONES MORGA, S.L.",,
1318,,"BIOBA, S.L.",,
1749,,"SERVICIOS RENOVADOS DE ALIMENTACIÓN, S.A.",,
1467,,"CEGELEC, S.A.",,
884,,"INGENIERÍA DE OBRAS PÚBLICAS, S.A. (INGESA)",,
2037,,"CIOMAR, S.L.",,
1596,,"EUTELEK, S.A.",,
201,,"VITORIANA DE CONSTRUCCIÓN, S.A.",,
1365,,"DIPSA NORTE, S.L.",,
,,,,
1673,,"ARBEX & DIGITAPRINT, S.L.U.",,
105,,"AUTO ELECTRICIDAD ONDO, S.A.",,
1971,,"ECNA INFORMÁTICA, S.L.",,
244,,"CIRUGÍA Y MEDICINA, S.A.",,
1688,,"XABIDE, S. COOP.",,
1826,,"AUTOCARES LA ENCINA, S.L.",,
722,,"GEYSER HPC, S.A.",,
1031,,"ALMACENES ELÉCTRICOS VITORIA, S.A.",,
101,,"FOTOCOMPOSICIÓN IPAR, S. COOP.",,
532,,"CONSTRUCCIONES LEMZA, S.L.",,
1689,,"CONSTRUCCIONES LAIN, S.A.",,
1739,,"AKON 90, S.L.",,
1790,,"MABO FARMA, S.A.",,
1822,,"LKS AUDITORES, S.L.",,
2219,,"GOMOSA, S.A. (CENTRO SANITARIO VIRGEN DEL PILAR)",,
4323,,"INFINITY CARDS, S.L.",,
4224,,RADIMER SERVICIOS ENERGETICOS SL,,
1598,,"MANAGEMENT ICSA, S.A.",,
72,,"CONSTRUCCIONES ONRO, S.A.",,
2754,,"FILTROS DEL NORTE, S.A.",,
2371,,"INDUSTRIAL DE MATERIAL PEDAGÓGICO Y ESCOLAR, S.L. IMPESA",,
2373,,"TALLERES HISPANO ITALIA, S.A.",,
2748,,"CONGREBAS, S.L. SDAD. UNIPERSONAL",,
1654,,"INETUM NORTE, S.L.U.",,
1440,,FÁBRICA NACIONAL DE MONEDA Y TIMBRE,,
,,,,
2054,,"SARBIDE, S.A.",,
1748,,"SANEMAR, S.L.",,
965,,"CORSÁN-CORVIAM CONSTRUCCIÓN, S.A.",,
2728,,BTC-ASOCIACIÓN PARA LA INVESTIGACIÓN DE COMBUSTIBLES CONVENCIONALES Y RENOVABLES,,
2044,,ISABEL BOYER GELDE,,
559,,"MEDICINA ANALÍTICA CONSUMIBLES MAC, S.A.",,
589,,"DISTRIBUCIONES MÉDICAS, S.A. (DIMESA)",,
822,,"ELWE SISTEMAS DE ENSEÑANZA, S.L.",,
3062,,"PRONOA 2001, S.L.",,
2770,,GINERRADI SL,,
3165,,"APPLUS NORCONTROL, S.L.U.",,
3311,,"CONSULTING ORBERE, S.L.",,
3156,,"MONTAJES INFRACOMAN, S.A.",,
6745,,"ZMWAY IBERICA, S.L.",,
3182,,"LURKOI ATM, S.L.",,
3028,,"CIANOPLAN, S.A.",,
3115,,"OTXAR III, S.L.",,
3074,,CONSTRUCCIONES OTEGUI GAZTAÑAGA SL,,
3096,,VIDAL OBREGON CRESPO,,
3097,,JUAN JOSE GUTIERREZ ZARZUELO,,
5912,,"BIONET MEDICAL, S.L.",,
2807,,"LIMIA & MARTIN, S.L.",,
2938,,"ZABALKUNDE, S.L.",,
2828,,"LIBRERÍA PAPELERÍA BASCONIA, S.L.",,
2897,,"TRABESNOR, S.L.",,
,,,,
3304,,"PFIZER, S.A.",,
2890,,"PAGOA CONSULTORES AMBIENTALES, S.L.",,
2898,,"CLINICA MATERNAL NTRA. SRA. LA ESPERANZA, S.A.",,
2955,,"TECNOLOGÍAS DIGITALES AUDIOVISUALES, S.L.",,
3038,,"SESTRA INGENIERÍA Y ARQUITECTURA, S.L.",,
8171,,RAMADAL SL,,
2850,,"KM90 PRINTER SOLUTIONS, S.L.",,
2856,,"Kualitate Lantaldea, SL",,
3051,,"METALÚRGICAS MENDIA Y MURUA, S.L.",,
3010,,GEOTUNEL SL,,
2765,,"KONPOSGUNE, S.L.",,
2868,,"AUVOL, S.A.",,
2876,,"OSTEOMEDIC, S.L.",,
2199,,"1NE SERVICIOS INDUSTRIALES, S.L.",,
2878,,"MOGILUR, S.L.",,
2879,,"CONSTRUCCIONES ASTIARAN, S.L.",,
2873,,"URALSAN, S.L.",,
2874,,"CUBICAL DENIRA, S.L.",,
2871,,"B.Z.Z. MOBILIARIO, S.L.",,
2482,,"ZIKOTZ, S.A.",,
1774,,"AZERTIA, TECNOLOGÍAS DE LA INFORMACIÓN, S.A.",,
2780,,"IRON MOUNTAIN ESPAÑA, S.A.",,
2725,,"LANDA E IMAZ, S.A.",,
2614,,"HEXACATH ESPAÑA, S.L.",,
1705,,"CONSTRUCCIONES ARANA, S.A.",,
,,,,
2294,,"FRESENIUS MEDICA CARE ESPAÑA, S.A.U.",,
2309,,"REDOX, S.A.",,
2339,,"BIOMAG, S.L.",,
2704,,"MENDILAN BASOGINTZA ZERBITZUAK, S.L.",,
2961,,"CONTRATACIÓN Y EJECUCIÓN DE OBRAS, S.A.",,
2220,,"EXCAVACIONES CELAYA, S.L.",,
2249,,"BOSTON SCIENTIFIC IBÉRICA, S.A.",,
2418,,"GOIZ ERAIKUNTZAK, S.L.",,
2485,,"PHASE, S.L.",,
2723,,"SABAI ARKITEKTOAK, S.L.",,
2729,,"BARNA IMPORT MEDICA, S.A.",,
2387,,"ADOS CONSULTING IKERTALDEA, S.L.",,
238,,"LAGUNKETA SOCIEDAD DE ESTUDIOS Y SERVICIOS PARA LA CONSTRUCCIÓN, S.A.",,
2270,,"A MAS L COMUNICACION, S.L.",,
2354,,"CHIESI ESPAÑA, S.A.",,
2416,,"GASTEIZ IRRATIA-RADIO VITORIA, S.A.",,
2649,,"CONSTRUCCIONES Y CANALIZACIONES 2000, S.L.",,
2647,,"ASTABURUAGA, S.A.",,
2334,,ONN ARQUITECTURA INTERIOR,,
2336,,"MEGATEL COMUNICACIONES, S.A.",,
2366,,"DRAGADOS OBRAS Y PROYECTOS, S.A.",,
2234,,"SERVICIOS GENERALES MARÍTIMOS, S.A.",,
2171,,FUNDACIÓN PEÑASCAL,,
2584,,"EXCAVACIONES IDIRIN, S.L.",,
2263,,"UTEKI, S.A.",,
,,,,
2462,,"ALTAIR INGENIERÍA Y ARQUITECTURA, S.L.",,
426,,"LABORATORIOS INDAS, S.A.",,
1271,,"K.D.V., S.L.",,
2430,,"RESTAURACIONES SIGLO XXI, S.L.",,
2519,,"ALONSO Y GARAY, S.L. (ASIMAG)",,
1965,,"GARRIC MÉDICA, S.L.",,
2284,,"GESTIÓN TÉCNICA Y EJECUCIÓN DE OBRAS, S.A.",,
2509,,"EXCAVACIONES ZUBILLAGA, S.L.",,
2483,,"BIZGORRE, S.L. (ADIR)",,
2467,,"EVEARTE, S.L.",,
2500,,"EUSKALCOMTV, S.L.",,
1890,,"GURBAIN, S.L.P.",,
2402,,"LIZARDI LORAZAINAK, S.L.",,
690,,"URRE, S.A.",,
2299,,"MGE UPS SYSTEMS ESPAÑA, S.A.",,
3707,,"P3 SERVICIOS AUXILIARES, S.L.",,
3837,,"CODE SEGURIDAD, S.A.",,
6682,,"PEOPLE PLUS INNOVATION, S.L.",,
4307,,"M.J. OÑATE, S.L.",,
4356,,CONSTRUCCIONES FRANCISCO AIERBE S.L.,,
3987,,"CONSTRUCCIONES Y PROMOCIONES ALKESA 2001, S.L.",,
2086,,"MANTENIMIENTO ELECTROMÉDICO, S.A.",,
4442,,"TYPO 90, S.L.",,
3698,,"ARJOHUNTLEIGH IBERICA, S.L.U.",,
3961,,"AKROPOST ARABA, S.L.",,
,,,,
3989,,"AUTOBUSES INTERURBANOS, S.A. INTERBUS",,
3636,,"VADEMUESTRAS, S.L.",,
3637,,"ESTO.VADEFORMACION, S.L.",,
3764,,"ALICIA SUAREZ, S.L.",,
3883,,"S.E.I. INGENIERÍA ELÉCTRICA DE CONSTRUCCIONES Y MONTAJES, S.A.",,
3743,,"CONSTRUCCIONES CANAS ESTEBAN, S.L",,
3459,,"TECNOCOM NORTE, TELECOMUNICACIONES Y ENERGÍA, S.L.",,
2800,,"VADILLO ASESORES SOLUCIONES JURÍDICAS A EMPRESAS, S.L.",,
4385,,"NUEVAS ESTRATEGIAS DE MANTENIMIENTO, S.L.",,
3725,,"M.F. PUBLIMAILING, S.L.",,
3781,,"AZYSA OBRAS Y PROYECTOS, S.L.",,
4328,,S.L. ESTABILIZACIÓN Y CONTROL DE LA EROSIÓN,,
4394,,"ATIEMPO SERVICIOS DE PREVENCION, S.L.",,
3853,,"CAMPAÑA 2000, S.L.",,
3986,,"ESPOLIMP, S.A.",,
3610,,"AGFA HEALTHCARE SPAIN, S.A.U.",,
3981,,"VERSIA CONTACT CENTER, S.L.",,
3574,,"IBAIA ENERGÍA, S.L.",,
3958,,"TRANSITIA APARCAMIENTOS, S.L.",,
3577,,"RENOVACIONES TÉCNICAS DE FRIAS, S.L.",,
4406,,"PROYECTOS PCN, S.L.",,
3680,,"AREA-3D MOBILIARIO, S.L.",,
3790,,"EKOLAN OBRAS Y SERVICIOS, S.L.",,
3917,,"SADAR REFORMAS Y MANTENIMIENTO, S.L.",,
4116,,"BIXENTE OTEGI LIZASO, S.L.",,
,,,,
4117,,"GRÚAS GOIHERRI, S.A.",,
3695,,"ARRIALAR, S.L.",,
4551,,"LABORATORIO ARAGÓ, S.L.",,
4242,,"CONSTRUCCIONES NIGURKO, S.L.",,
3705,,"SIR, S.A.",,
3778,,"AGIROMENDI ERAIKUNTZAK, S.A.",,
4018,,"IRITEC, S.L.",,
4574,,OREKAN BIZI S.L.,,
5197,,"BASABIDE RESTAURACIONES, S.L.",,
3597,,"MARU SARASOLA COACHING&LEADERSHIP, S.L.",,
4820,,SODA NEW TV S.L.,,
3265,,"AON IBERIA CORREDURÍA DE SEGUROS Y REASEGUROS, S.A.",,
3386,,"CARLSON WAGONLIT ESPAÑA, S.L.U.",,
4634,,MARTA GATELL ALBALADEJO,,
3477,,"SERVICIOS INTEGRADOS GRUPO INNOVA, S.L.",,
3821,,"OTZARRETA COMUNICACIÓN, S.A.",,
3258,,"ASFALTOS URIBE, S.A.",,
3606,,"BIASCLAP, S.L.",,
2659,,"SOCOTEC IBERIA, S.A.",,
7655,,"HAMILTON IBERIA, S.L.",,
3587,,"PROMOCIONES Y URBANISMO GEA, S.L.",,
5204,,"LANDETA BURDIN LANAK, S.A.L.",,
3747,,"INDARLANAK, S.L.",,
3413,,"HEGOTEL INSTALACIONES ELÉCTRICAS, S.L.",,
3259,,SMART PRODUCTS CONNECTION S.A.,,
,,,,
3314,,"SERGEPLUS, S.L.",,
3355,,"TRATAMIENTOS ESPECÍFICOS CURATIVOS DE LA MADERA, S.L.",,
3356,,"EUSKOLOGIC TELECOMUNICACIONES, S.L.",,
5466,,ARKIGEST ESTUDIOA S.L.,,
3091,,"SERVICIOS REDACCIONALES BILBAINOS, S.L.",,
3565,,"OXER SPORT, S.L.",,
3583,,"EXCAVACIONES ZAPIRAIN, S.L.",,
3224,,"CONTRATAS GARAIOLTZA, S.L.",,
903,,"MECSA, S.A.",,
3234,,"MUTUALIA, MUTUALIDAD DE ACCIDENTES DE TRABAJO Y ENFERMEDADES Nº 20",,
3290,,"FONTANERÍA LECUSAN, S.L.",,
3448,,"ZANJADORAS Y DESMONTES, S.A.",,
3676,,"ASLAN ASESORES & ABOGADOS, S.L.",,
3246,,"ARNADUY INGENIERIA, S.A.",,
3475,,JUAN MANUEL ALVAREZ JIMÉNEZ,,
3409,,"CONSTRUCCIONES Y DISTRIBUCIONES CONSTRU-LABEL, S.L.",,
3538,,HEMEN GARBIKETAK SL,,
3389,,"GARBIKETA, S.A.",,
4478,,"IHG (Sucesores de Bernabé Apestegui), S.L.",,
5338,,SERVICIOS EMPRESARIALES LANKIDE BI S.L.,,
5590,,"KAHLOMEDIA, S.L.",,
5754,,"OBRAS HIDRÁULICAS HIDROARABA, S.L.",,
5421,,"IBERDROLA CLIENTES, S.A.U.",,
5494,,"ZILLION CONSULTORES, S.L.",,
6125,,SETALDE SUMINISTROS INTEGRALES S.A.,,
,,,,
5570,,"BELDARRAIN ASESORAMIENTOS MARITIMOS, S.L.",,
5636,,IMF INTERNATIONAL BUSINESS SCHOOL,,
5703,,"OTXANDIO & TEAM CONSULTING, S.L.",,
